Fbref,Player,Age,Seasons_count,MP,Starts,Min,90s,npxG,xAG,finishing
6fc57554,Nuno Santos,24,2,58,39,3286,36.599999999999994,0.15,0.18,1.04
6fd76804,Ayanda Sishuba,18,1,7,0,62,0.7,0.95,0.03,0.98
6fdac234,Jaka Bijol,24,2,56,55,4812,53.5,0.06,0.02,0.98
6fdb2d24,Rens van Eijden,33,1,2,0,24,0.3,0.0,0.0,1.0
6fe4c987,Fábio Conceição,22,2,65,52,4513,50.2,0.1,0.14,0.97
6fe90922,Ivan Perišić,34,3,74,58,5032,55.8,0.1,0.25,1.03
6fee9966,Rodrigo Conceição,22,2,29,9,930,10.399999999999999,0.01,0.26,1.0
6ff8ef56,Rui Fonte,32,2,42,17,1749,19.4,0.1,0.04,1.05
70006831,Giorgi Kvernadze,20,1,5,0,63,0.7,0.0,0.0,1.0
7005fd4c,Dean James,23,2,12,5,527,5.9,0.02,0.01,1.0
7006a742,Julian Rijkhoff,18,1,8,0,70,0.8,0.2,0.0,0.99
700783e7,Levi Colwill,20,3,69,59,5440,60.5,0.07,0.05,0.96
700fdf7c,Jamie McCart,26,2,8,1,190,2.1,0.0,0.05,1.0
7010570a,Sam Nombe,24,1,41,26,2268,25.2,0.07,0.02,1.0
70107d4d,Iván Sánchez,29,2,27,13,1179,13.100000000000001,0.05,0.09,1.0
7016332f,Ricardo Visus,22,1,3,1,166,1.8,0.0,0.0,1.0
7044bef8,Kevin Krygård,23,1,3,0,59,0.7,0.0,0.0,1.0
7044f85d,Richonell Margaret,22,1,24,5,836,9.3,0.12,0.12,1.03
705a1642,Reda Belahyane,19,2,7,2,299,3.3,0.02,0.0,1.0
70678132,Eduard Löwen,24,1,26,15,1416,15.7,0.11,0.2,0.98
706a60e1,Myziane Maolida,23,2,27,12,1137,12.7,0.11,0.07,1.0
70723cac,Ben Cabango,23,3,115,108,9707,107.80000000000001,0.04,0.02,0.93
7074c8f1,Sam McCallum,22,3,67,43,3880,43.099999999999994,0.02,0.05,1.02
7076b0a6,Luke Southwood,23,1,25,25,2250,25.0,0.0,0.0,1.0
707b98f1,Valentin Carboni,18,2,36,10,1194,13.3,0.13,0.1,0.99
7091324a,Rafik Guitane,24,3,76,62,5406,60.0,0.07,0.18,1.06
709e48d4,Mats Deijl,26,3,96,92,8031,89.2,0.01,0.03,1.02
70acbadc,Crysan,25,1,21,18,1427,15.9,0.32,0.11,1.01
70ad5f19,Teun Gijselhart,18,1,1,0,8,0.1,0.0,0.0,1.0
70bad10b,Sontje Hansen,21,1,33,25,1910,21.2,0.09,0.1,1.04
70bc68ef,David Tavares,23,2,18,4,495,5.5,0.04,0.01,1.0
70c52749,Birger Meling,28,3,59,30,3054,33.9,0.01,0.06,0.99
70c739db,Moses Yaw,24,2,15,2,382,4.3,0.01,0.05,1.0
70cf63ca,Rafa Silva,30,3,86,77,6689,74.3,0.5,0.35,0.95
70d4c949,Jean Mattéo Bahoya,18,2,18,3,447,5.0,0.06,0.06,0.99
70d74ece,Karim Benzema,34,2,56,55,4631,51.400000000000006,0.45,0.2,1.02
70d8e84c,Chidozie Awaziem,26,2,27,25,2222,24.7,0.05,0.04,0.98
70dcf94d,Janik Haberer,29,3,79,51,4226,47.0,0.08,0.05,1.06
70f8e0bd,Dani Rodríguez,35,3,107,90,7547,83.9,0.06,0.1,1.02
71005acd,Diego Valencia,22,1,12,0,231,2.6,0.04,0.04,1.0
71031a25,Tjaronn Chery,35,1,14,12,1037,11.5,0.14,0.1,1.03
7106f0a0,Mario Suárez,35,2,16,8,724,8.0,0.09,0.0,0.98
710fbdd1,Branimir Hrgota,28,1,34,33,2777,30.9,0.13,0.1,0.98
7111d552,Vinicius Júnior,23,3,94,84,7377,82.0,0.34,0.19,1.07
7120a04d,Tetê,22,2,39,30,2424,27.0,0.25,0.09,1.01
7124239e,Kwasi Okyere Wriedt,27,1,18,16,1194,13.3,0.11,0.04,1.02
713c144a,Steven Berghuis,31,3,82,70,5930,65.8,0.13,0.17,1.05
7152082d,Alessandro Russo,17,1,1,0,29,0.3,0.0,0.0,1.0
7155e3e1,Pape Gueye,24,3,73,45,3956,44.0,0.07,0.07,0.98
7156acb5,Julian Baas,21,2,66,60,5339,59.3,0.02,0.06,1.01
715fc0fe,Yannick Bolasie,34,1,10,2,306,3.4,0.18,0.05,0.98
7169c8d3,Zé Pedro,20,1,3,3,270,3.0,0.0,0.0,1.0
716e7308,Maximiliano Romero,22,1,10,1,167,1.9,0.34,0.42,0.98
717f39e8,Pedro David Rosendo Marques,25,3,44,10,1180,13.1,0.25,0.09,0.99
71894777,Adam Davies,30,2,19,18,1692,18.8,0.0,0.0,1.0
719300f2,Roan Wilson,21,2,14,2,239,2.7,0.51,0.0,1.0
719384c1,Ángel Montoro,33,1,24,13,1331,14.8,0.08,0.08,0.99
719aab45,Nahuel Ferraresi,22,1,24,23,1987,22.1,0.03,0.04,0.99
71b47ab9,Cucho,22,1,25,11,1147,12.7,0.19,0.15,1.04
71be74bb,Luuk Koopmans,29,1,5,5,450,5.0,0.0,0.0,1.0
71c620d7,Mihailo Ivanović,17,1,1,0,4,0.0,,,1.0
71d10572,Bevic Moussiti-Oko,27,1,17,7,698,7.8,0.18,0.08,0.99
71dc23da,Paolo Ghiglione,25,2,28,14,1314,14.600000000000001,0.07,0.08,0.99
71df6e0e,Jake Beesley,25,2,11,6,539,6.0,0.14,0.02,1.0
71e7f875,Brandon Cooper,21,1,4,3,350,3.9,0.0,0.0,1.0
71ec39ef,Lucas Tousart,26,3,86,73,6478,72.0,0.07,0.04,1.01
71ef519e,Matt Ritchie,33,3,38,14,1504,16.7,0.18,0.11,0.99
722494dc,Arthur Vermeeren,18,1,5,2,162,1.8,0.0,0.03,1.0
7226539b,Fran Garcia,23,3,97,87,7830,87.0,0.02,0.06,1.02
722a26e2,Finn Stokkers,27,3,64,24,2661,29.6,0.17,0.1,0.96
722d6a4f,Jelle Duin,22,1,1,0,16,0.2,0.0,0.0,1.0
7242b495,Niko Gießelmann,30,2,54,39,3385,37.6,0.08,0.07,0.97
7254ebfb,Filip Krastev,21,2,17,10,942,10.4,0.08,0.05,1.01
72603d10,Silvano Vos,18,2,13,3,372,4.1,0.03,0.01,0.99
728e9b2e,João Virgínia,22,2,18,18,1608,17.9,0.0,0.0,1.0
72947847,Bruno Langa,25,2,55,50,4367,48.5,0.02,0.08,1.02
72984eee,Jordan Larsson,25,1,11,5,463,5.1,0.18,0.07,0.98
729c3100,Amadou Ba-Sy,22,1,7,0,119,1.3,0.14,0.02,1.0
72a63c0b,Nikolas Agrafiotis,23,2,35,15,1322,14.7,0.22,0.07,1.01
72a84002,Fali,29,3,83,75,6064,67.3,0.02,0.01,0.96
72a99e38,Cristian Tello,29,1,23,5,819,9.1,0.14,0.14,1.01
72b08acc,Hamza el Dahri,18,1,5,0,32,0.4,0.0,0.0,1.0
72b9bb53,Guga,19,1,27,17,1534,17.0,0.03,0.07,1.01
72befc76,Mathijs Tielemans,21,1,25,18,1673,18.6,0.02,0.04,1.01
72c4f152,Né lopes,23,2,10,8,708,7.9,0.07,0.01,0.99
72c812f3,Idrissa Gana Gueye,33,3,84,74,6102,67.7,0.05,0.05,1.06
72d4922b,Oliver Zandén,20,1,5,1,146,1.6,0.02,0.04,1.0
72e0ee7b,Joe Walsh,21,1,1,1,90,1.0,0.0,0.0,1.0
72f5b81f,Juan Cruz,24,1,4,1,109,1.2,0.02,0.07,1.0
72f87f25,Cristian Volpato,19,3,32,7,910,10.1,0.06,0.18,1.04
73000a79,Daley Sinkgraven,28,3,35,13,1083,12.0,0.02,0.13,0.99
7304f3b1,Karamoko Dembélé,20,2,16,0,195,2.2,0.07,0.05,1.0
730bd100,Oussama Tannane,28,2,29,27,2351,26.1,0.08,0.14,1.03
7310786d,Keyliane Abdallah,17,1,1,0,4,0.0,,,1.0
7314bba4,Shane Duffy,31,3,59,48,4465,49.599999999999994,0.05,0.01,0.97
731f081b,Mizuki Arai,25,1,8,2,296,3.3,0.14,0.1,0.99
731f1f5a,Steve Ngoura,18,1,12,1,223,2.5,0.14,0.02,0.99
732e0da3,Ian Smeulers,23,1,6,1,178,2.0,0.0,0.01,1.0
7330f886,Adrián Dalmau,27,1,21,7,830,9.2,0.17,0.05,0.98
73341ace,Bobby Clark,18,2,6,1,97,1.1,0.13,0.0,1.0
733aab44,Babatunde Akinsola,19,1,1,0,11,0.1,0.0,0.0,1.0
733f1a7d,Ben Doak,17,2,3,0,40,0.5,0.0,0.0,1.0
734a0997,Fernando Pacheco Rivas,23,1,9,0,84,0.9,0.13,0.14,1.0
7362a6f2,Aliou Baldé,20,2,8,0,79,0.9,0.13,0.0,1.0
7367baf7,Alex,22,1,19,17,1477,16.4,0.01,0.03,1.0
73683fa9,Diego López,40,2,38,37,3273,36.4,0.0,0.0,1.0
736c14ec,Marcos Peña,18,1,7,4,441,4.9,0.03,0.01,1.0
737945d9,Ângelo Borges,18,1,21,11,1094,12.2,0.03,0.2,0.99
73794ac1,Pedro Malheiro,22,3,70,63,5649,62.8,0.03,0.1,1.0
73869d0f,Jacob Mulenga,37,1,18,0,194,2.2,0.48,0.01,0.98
7399c7a8,Jack Robinson,29,3,88,82,7376,82.0,0.04,0.04,1.04
73a687d8,Bradley Holmes,19,1,3,0,34,0.4,0.13,0.0,1.0
73affbb6,Vladyslav Supriaha,21,1,1,0,22,0.2,0.0,0.0,1.0
73b1d65b,Ryan John Giles,23,3,105,86,7885,87.60000000000001,0.02,0.12,0.93
73d58203,Nectarios Triantis,20,1,2,1,92,1.0,0.0,0.0,1.0
73d6a176,Jurgen Ekkelenkamp,21,1,21,6,718,8.0,0.14,0.04,1.03
73e2f6eb,Philipp Tschauner,35,1,1,0,3,0.0,,,1.0
73fd2787,Matheus Martins,20,2,45,24,2118,23.5,0.1,0.06,1.0
7408aba2,Ronaldo Tavares,26,1,24,13,1152,12.8,0.46,0.06,0.95
740f00ac,Vincent Marchetti,25,1,31,29,2452,27.2,0.07,0.04,0.96
7410d325,Bertuğ Yıldırım,21,1,21,2,469,5.2,0.2,0.1,0.98
7410e1e8,Ben Williams,22,1,5,5,350,3.9,0.0,0.01,1.0
741418c3,Alexis Claude-Maurice,25,3,50,10,1381,15.3,0.18,0.1,1.02
74223a01,Gastón Campi,30,1,5,4,359,4.0,0.07,0.01,0.99
7426f085,Johnny Cardoso,21,1,17,15,1328,14.8,0.05,0.02,1.0
74288db0,Yassin Ayoub,28,1,15,9,720,8.0,0.02,0.04,0.99
7433bc14,João,24,1,1,1,90,1.0,0.0,0.0,1.0
743fd71f,Vagner Gonçalves,25,1,3,0,86,1.0,0.14,0.05,1.0
743fdcd3,Pelé,30,1,12,7,611,6.8,0.02,0.0,1.0
74419746,Samir Handanović,38,2,51,51,4564,50.7,0.0,0.0,1.0
7452c7a8,Ben Lhassine Kone,21,1,1,0,81,0.9,0.0,0.08,1.0
74596f1a,Bart Ramselaar,27,3,46,29,2747,30.5,0.09,0.06,1.04
745ca0a3,Romain Faivre,25,3,83,62,5724,63.5,0.12,0.1,1.07
7460ca0d,Daniel Parejo,34,3,103,98,8569,95.2,0.02,0.09,0.99
74618572,Kaoru Mitoma,26,2,52,39,3804,42.3,0.26,0.21,0.98
746a92c5,Tommy Conway,20,3,77,52,4216,46.8,0.12,0.05,1.04
74733221,Romain Salin,37,1,1,1,90,1.0,0.0,0.0,1.0
74804a09,Rami Kaib,25,2,44,27,2440,27.1,0.03,0.04,0.99
7483d9f9,André Ramalho,31,3,81,68,5882,65.4,0.04,0.01,1.02
748aabfe,Danny Post,34,1,2,0,39,0.4,0.06,0.0,1.02
74947a21,Ryan Schofield,21,1,2,2,180,2.0,0.0,0.0,1.0
7495aba7,Yanis Cimignani,20,1,8,3,279,3.1,0.04,0.02,1.0
74b2cd7e,Angelo Ogbonna,35,3,38,31,2793,31.0,0.02,0.01,1.01
74b7375f,Kamal Sowah,21,1,8,0,166,1.8,0.15,0.01,0.99
74c2d562,Gonzalo García,19,1,2,0,19,0.2,0.12,0.0,1.0
74cae353,Niall Ennis,24,1,25,10,1014,11.2,0.11,0.03,0.98
74d4cec6,Vitinha,23,3,82,45,4242,47.3,0.42,0.13,0.99
74dc806c,Hatem Ben Arfa,34,1,7,4,314,3.5,0.05,0.14,0.99
74e12f1e,Jack Cork,34,3,63,46,4137,46.0,0.02,0.01,1.0
74e6abb9,Vitó Ferreira,25,2,13,8,648,7.2,0.04,0.04,1.0
74e90475,Sergi Cardona,24,1,35,30,2814,31.3,0.07,0.07,0.97
74f2e748,Jeremie Frimpong,22,3,90,84,7011,77.9,0.19,0.16,1.02
74f8ffa2,Mickel Miller,27,1,34,19,1752,19.5,0.02,0.08,1.01
750e1b50,Paulo Henrique Rodrigues Cabral,25,2,44,29,2679,29.8,0.05,0.06,0.97
75186a6a,Bryan Djile Nokoué,19,1,2,0,57,0.6,0.0,0.0,1.0
751faa38,Andrés Sarmiento,24,2,13,2,175,2.0,0.25,0.04,0.99
75374ee7,Jens Odgaard,24,3,86,65,5508,61.2,0.19,0.06,0.98
75402e99,Lennard Maloney,23,2,31,27,2293,25.5,0.02,0.03,1.0
75438a9a,Mattia Viti,21,3,44,35,3104,34.5,0.04,0.0,1.01
754e3f2d,George Long,29,2,43,42,3840,42.7,0.0,0.0,1.0
7553b2d2,Orest Lebedenko,24,1,23,16,1448,16.1,0.08,0.07,1.01
755da865,Ruben Lendinez,20,2,5,1,148,1.6,0.01,0.0,1.0
75645f0e,Borja Iglesias,30,3,86,53,4602,51.1,0.26,0.1,0.99
7566ef9b,Sonny Stevens,29,1,29,29,2601,28.9,0.0,0.0,1.0
75751c99,Iván Cuéllar,39,1,1,1,90,1.0,0.0,0.0,1.0
757a3431,Adrià Altimira,22,1,11,10,775,8.6,0.0,0.01,1.0
7587446d,Martin Adeline,18,2,13,2,459,5.1,0.06,0.06,0.99
758dd7f0,Javier Manquillo,29,3,35,25,2038,22.700000000000003,0.01,0.02,1.01
75926036,Duplexe Tchamba,25,2,21,18,1636,18.2,0.12,0.01,0.98
759d8dd7,Santiago Arzamendia,24,2,26,10,952,10.600000000000001,0.03,0.05,1.01
75a63397,Opa Nguette,27,1,26,10,1048,11.6,0.14,0.02,1.0
75a66bed,Tadeo Allende,24,1,10,2,336,3.7,0.25,0.08,1.0
75a72a99,Ricardo Pereira,29,3,63,55,4723,52.4,0.04,0.07,1.02
75b86fb3,Alessandro Bastoni,24,3,88,83,6736,74.9,0.03,0.09,0.99
75bd6f48,Trivante Stewart,23,1,4,0,100,1.1,0.04,0.04,1.0
75bd85ea,Salva Sevilla,37,1,28,17,1507,16.7,0.08,0.13,0.99
75c62731,Mateusz Łęgowski,20,1,29,10,1145,12.7,0.02,0.02,1.0
75e60d75,Ronaldo Vieira,24,2,32,12,1326,14.799999999999999,0.03,0.0,0.99
75f1ed80,Emmanuel Agbadou,26,2,61,56,4984,55.3,0.05,0.05,0.95
75f2c59f,Roberto Pereyra,32,3,85,77,6472,71.8,0.1,0.11,1.0
75fdd638,Wilfried Gnonto,19,2,60,33,3007,33.4,0.14,0.1,1.05
7602eb0d,Serginho,21,1,7,1,139,1.5,0.08,0.0,1.02
760fd987,Serdar Saatçı,20,2,20,19,1709,19.0,0.04,0.02,0.99
761bc132,Moses Odubajo,28,1,28,23,2133,23.7,0.01,0.04,0.99
763b8b37,Bartosz Białek,20,2,37,19,1711,19.0,0.14,0.04,1.0
76609a3c,Xavier Mous,26,2,32,31,2835,31.5,0.0,0.0,1.0
766f48dd,Thiago Galhardo,32,1,31,9,1148,12.8,0.2,0.11,0.98
767212e6,Julien Faussurier,34,1,16,4,489,5.4,0.05,0.11,0.99
767d9605,Sydie Peck,18,1,1,0,10,0.1,0.0,0.0,1.0
76864df8,Giorgi Chakvetadze,23,1,34,14,1602,17.8,0.05,0.12,0.99
7687b9dd,Jo,28,2,47,11,1317,14.600000000000001,0.33,0.1,0.97
769808b7,Hugues Zagbayou,31,1,9,6,386,4.3,0.01,0.09,1.0
769ff238,Adam Randell,22,1,45,30,2760,30.7,0.03,0.05,1.01
76a4233b,Jean-Armel Kana-Biyik,32,1,10,8,664,7.4,0.01,0.0,1.0
76abb354,Hendry Blank,18,1,1,0,45,0.5,0.0,0.0,1.0
76b2817e,Kingsley Ehizibue,28,3,67,34,3232,36.0,0.08,0.05,0.97
76b5cbbd,Jonathan Leko,23,2,12,1,246,2.8,0.04,0.07,0.99
76c2a023,Samu Costa,22,2,66,48,4292,47.7,0.04,0.02,0.99
76d679c7,Modibo Sagnan,24,3,76,70,5985,66.5,0.03,0.01,1.04
76eba96a,Jean Patric,24,1,16,5,563,6.3,0.18,0.06,1.02
76eca7e2,Wayne Hennessey,35,2,6,5,451,5.0,0.0,0.02,1.0
76fa5f80,Jack Simpson,26,2,20,12,1170,13.0,0.01,0.01,0.99
76fa965f,Philipp Förster,28,3,58,29,2661,29.5,0.1,0.13,1.01
76ff8d0d,Kristian Thorstvedt,24,2,65,43,3533,39.2,0.12,0.05,1.02
7703afb6,Rey Manaj,25,2,36,21,1954,21.700000000000003,0.22,0.05,0.96
770d7eb8,Kenny Lala,31,2,50,49,4387,48.7,0.01,0.08,1.02
77128f7e,Luke Amos,25,2,50,23,2241,24.9,0.07,0.03,1.03
771a2cfe,Christian Acella,20,1,1,0,15,0.2,0.0,0.0,1.0
7723dee4,Joseph Low,20,1,1,0,8,0.1,0.0,0.0,1.0
77290507,Sergi Rosanas,22,1,2,0,5,0.1,0.0,0.0,1.0
773e16b9,Sivert Mannsverk,21,1,13,12,886,9.8,0.02,0.02,0.99
7748a7c5,Jay Matete,21,1,8,1,165,1.8,0.04,0.0,1.0
774af19d,Jordi Almeida,28,1,6,6,540,6.0,0.0,0.0,1.0
774cf58b,Max Aarons,23,3,99,89,7969,88.5,0.01,0.04,0.98
775185ae,Kévin Zohi,25,2,50,18,1726,19.2,0.25,0.14,0.95
7760b885,Will Vaulks,29,2,70,48,4455,49.5,0.03,0.09,0.97
7768b19f,Harry Chapman,23,1,3,0,47,0.5,0.06,0.07,1.0
7775516d,Kobamelo Kodisang,23,2,32,19,1633,18.2,0.19,0.14,0.96
77782466,Duncan Idehen,19,1,2,0,36,0.4,0.0,0.0,1.0
77816c91,Bénie Adama Traore,20,1,22,7,891,9.899999999999999,0.08,0.12,0.98
778ccc44,Thomas Kastanaras,19,1,4,1,72,0.8,0.24,0.06,0.99
778ef829,Daniel Muñoz,27,1,16,16,1439,16.0,0.08,0.15,0.98
779847d6,Nicolas Pallois,35,3,79,72,6249,69.5,0.02,0.01,1.01
779aa25c,Tony Rölke,19,1,1,0,20,0.2,0.0,0.0,1.0
77b49e13,Dirk Proper,21,3,81,74,6412,71.2,0.04,0.02,1.0
77bb1522,Romaine Sawyers,31,3,64,41,3815,42.3,0.02,0.06,1.06
77bbc5b1,Bilel Aouacheria,28,2,46,16,1390,15.4,0.12,0.09,0.99
77bf714c,Koji Miyoshi,26,1,43,29,2496,27.7,0.12,0.1,0.99
77cf6852,Emil Krafth,28,3,38,26,2548,28.299999999999997,0.02,0.08,0.99
77cfae67,Clemens Riedel,20,1,14,9,755,8.4,0.02,0.06,0.99
77d6fd4d,Guglielmo Vicario,26,3,107,107,9623,106.9,0.0,0.0,1.0
77d7c96f,Kenny Tete,27,3,65,54,4778,53.0,0.04,0.06,1.03
77e39b04,Francisco Trincão,23,3,93,60,5243,58.2,0.33,0.2,1.03
77e84962,Thiago Alcántara,32,3,44,31,2794,31.0,0.06,0.1,0.98
780e3631,Matteo Pessina,26,3,99,89,7592,84.4,0.06,0.03,0.96
78338347,Mirko Marić,28,1,10,1,287,3.2,0.2,0.11,1.0
78362f0a,Pedro Pelágio,21,1,23,8,997,11.1,0.03,0.09,0.99
7868c973,Unai Ropero,21,2,2,0,17,0.2,0.0,0.0,1.0
786ee995,Kelvin Ehibhatiomhan,19,1,8,2,198,2.2,0.07,0.0,1.01
78841da9,José Callejón,36,2,55,23,2101,23.3,0.1,0.13,0.96
788a5c8d,Damon Mirani,27,2,65,63,5487,61.0,0.04,0.03,1.02
788c0277,Chiedozie Ogbene,26,2,69,56,5234,58.2,0.16,0.11,1.02
78a3c38e,Pantelis Hatzidiakos,26,3,76,73,5920,65.8,0.03,0.02,0.95
78b8ac63,Oliver McBurnie,27,3,87,49,4527,50.3,0.27,0.1,0.97
78ddabe7,Daan Reiziger,21,1,8,6,576,6.4,0.0,0.0,1.0
78e68b4d,Leon Balogun,34,1,16,15,1237,13.7,0.02,0.0,1.01
78e6bf2c,Brian Bayeye,22,1,2,1,64,0.7,0.0,0.02,1.0
78e87179,George Hirst,24,2,35,26,2038,22.700000000000003,0.17,0.08,0.96
78f13530,Ola Solbakken,24,2,15,7,525,5.8999999999999995,0.08,0.2,1.01
78f21137,Alexander Bah,25,2,47,39,3396,37.8,0.04,0.19,1.03
79013b3d,Milan de Haan,19,1,27,26,2172,24.1,0.06,0.01,1.0
79083382,Juan Jesus,32,3,60,47,4327,48.1,0.04,0.01,1.02
7909ffa4,Joris Chotard,21,3,102,89,7983,88.6,0.02,0.06,0.98
7914b9fe,Gary Cahill,35,1,22,21,1939,21.5,0.0,0.01,1.0
792a9d41,Issouf Sissokho,19,1,7,6,436,4.8,0.03,0.05,1.0
792ffa71,Tim Lemperle,20,2,25,0,281,3.2,0.27,0.46,1.01
79300479,Martin Ødegaard,24,3,108,104,9003,99.9,0.21,0.25,1.1
79370f8c,Kristijan Bistrović,24,1,24,18,1616,17.9,0.06,0.05,0.98
794364d7,Berkan Kutlu,25,1,6,0,199,2.2,0.05,0.1,1.0
79443529,Dušan Vlahović,23,3,96,82,7165,79.6,0.34,0.07,1.08
7952d0c2,Jesper Karlsson,25,3,64,59,5027,55.8,0.1,0.12,1.09
7956236f,Emiliano Martínez,30,3,106,106,9394,104.4,0.0,0.0,1.0
796a5f30,Jannik Müller,29,1,16,12,1134,12.6,0.01,0.01,1.0
796b1c41,Saîf-Eddine Khaoui,27,2,57,32,2954,32.8,0.17,0.12,1.01
7978cbf0,Himad Abdelli,22,1,30,24,2137,23.7,0.04,0.09,1.01
79a793b7,Lilian Raolisoa,22,1,7,0,173,1.9,0.07,0.31,1.01
79ab7593,Nicholas Gioacchini,21,1,28,3,497,5.5,0.2,0.11,0.98
79b0d6a0,Rui Patrício,35,3,96,96,8640,96.0,0.0,0.0,1.0
79b2399c,Pierrick Capelle,35,2,56,27,2621,29.200000000000003,0.08,0.07,0.95
79b51257,Morgan Guilavogui,25,1,23,2,566,6.3,0.19,0.15,1.01
79bc4c45,Ben Osborn,28,3,78,45,4398,48.8,0.03,0.07,1.0
79c0821a,Mateo Kovačić,29,3,82,49,4816,53.5,0.08,0.11,0.99
79c84d1c,Jarrod Bowen,26,3,108,104,9235,102.5,0.31,0.18,1.02
79c90e45,Pavel Kadeřábek,31,3,74,59,5272,58.6,0.07,0.12,0.98
79ca3e23,Ondrej Duda,28,3,91,69,5817,64.7,0.06,0.08,0.94
79ccb6eb,Matheus Silva,23,1,12,5,479,5.3,0.03,0.11,1.0
79d60e74,Laurens Serpe,20,1,1,0,45,0.5,0.0,0.0,1.0
79d61875,Dominic Ball,27,2,30,14,1361,15.1,0.02,0.02,1.01
79f2a5f5,Esteban Saveljich,31,2,22,21,1701,18.9,0.02,0.0,0.99
79f7302a,Kilian Fischer,22,2,16,9,793,8.8,0.03,0.04,0.99
79fa0adc,Jordan Graham,27,2,49,30,2812,31.299999999999997,0.02,0.11,0.99
7a0645a4,Romano Postema,20,2,34,2,745,8.3,0.17,0.05,1.02
7a09122b,Nick Fichtinger,19,1,6,4,352,3.9,0.02,0.02,1.0
7a11550b,Joe Gomez,26,3,61,36,3583,39.8,0.03,0.05,0.98
7a1f2c08,Jaïro Riedewald,26,3,18,3,417,4.6,0.02,0.01,1.0
7a20d90a,Iván Marcano,36,3,38,38,3220,35.8,0.15,0.01,1.03
7a2bbdf3,Felippe Cardoso,24,2,40,21,2072,23.0,0.31,0.07,1.02
7a2cf111,Nuno Sequeira,31,2,34,31,2498,27.799999999999997,0.01,0.1,1.01
7a2e46a8,Alisson,30,3,101,101,9090,101.0,0.0,0.01,1.0
7a3f8712,Théo Trinker,21,1,1,0,1,0.0,,,1.0
7a4050d5,Raffaele Di Gennaro,29,1,1,0,23,0.3,0.0,0.0,1.0
7a412c2d,Pablo Santos,29,1,14,14,1225,13.6,0.05,0.03,1.01
7a42d0df,Florian Sotoca,32,3,105,91,8132,90.4,0.17,0.16,0.9
7a538238,Quini,31,1,32,27,2304,25.6,0.02,0.04,0.99
7a544566,Mustafa Saymak,28,1,21,18,1288,14.3,0.07,0.07,0.98
7a72e960,Lucas Calodat,19,1,1,0,4,0.0,,,1.0
7aa8adfe,Alejandro Garnacho,19,3,57,35,3147,34.9,0.31,0.18,0.98
7aac47fe,Ermin Bičakčić,32,2,10,0,270,3.0,0.03,0.0,1.0
7ae36711,Denso Kasius,20,3,30,8,975,10.8,0.04,0.08,0.99
7aee4dd3,Charlie Goode,26,2,10,7,654,7.3,0.04,0.11,0.99
7aee660c,Nemanja Jović,20,1,3,0,15,0.2,0.0,0.0,1.0
7af655fe,François Mughe,19,2,6,2,188,2.1,0.04,0.04,1.0
7af88b33,Max Lowe,26,3,56,47,4131,45.9,0.04,0.07,0.99
7afb1573,Pepín,26,2,35,13,1364,15.2,0.03,0.07,0.99
7afbd2c3,Caleb Ekuban,29,2,59,28,2847,31.700000000000003,0.16,0.09,0.98
7b075c75,Adama Soumaoro,30,2,51,48,4133,45.9,0.02,0.0,0.98
7b082ec2,Maxime Busi,23,3,44,25,2501,27.8,0.02,0.05,1.0
7b2ed47e,Payam Niazmand,26,1,2,2,180,2.0,0.0,0.0,1.0
7b355808,William Osula,19,3,28,9,912,10.1,0.19,0.01,0.96
7b433ed0,Peter Vindahl Jensen,23,1,32,32,2880,32.0,0.0,0.0,1.0
7b456af7,Tomáš Vaclík,33,1,13,13,1140,12.7,0.0,0.0,1.0
7b4a62af,Ben Sheaf,25,3,101,96,8368,93.0,0.05,0.04,0.96
7b4c1f6e,Bruno Xavier Almeida Costa,26,3,26,20,1550,17.2,0.06,0.15,0.98
7b4de647,Asmir Begović,36,3,49,49,4409,49.0,0.0,0.0,1.0
7b57c56a,Fredrik Midtsjø,27,1,29,28,2296,25.5,0.01,0.07,0.99
7b5ab7f2,Bryan Gil,22,3,54,23,2122,23.5,0.19,0.08,0.95
7b5f516f,Francesco Rossi,32,3,3,0,46,0.5,0.0,0.0,1.0
7b69e7cc,Ben Whiteman,27,3,110,102,8945,99.4,0.03,0.04,1.05
7b6b53c3,Mohammad Mohebbi,22,1,16,4,447,5.0,0.26,0.01,1.01
7b9a86e6,Sheyi Ojo,25,2,54,36,2858,31.799999999999997,0.07,0.04,0.95
7b9a9e25,Arnaud Nordin,25,3,92,65,5521,61.3,0.18,0.11,1.06
7b9c2d84,Eduardo Camavinga,20,3,98,56,5206,57.8,0.04,0.05,0.98
7ba1f1ef,Lennart-Marten Czyborra,24,2,9,3,284,3.2,0.0,0.01,1.0
7ba2eaa9,Pedro Neto,23,3,51,36,2946,32.7,0.18,0.24,0.95
7ba6d84e,David de Gea,31,2,76,76,6840,76.0,0.0,0.0,1.0
7bb033f0,Kazu,23,1,3,0,56,0.6,0.0,0.11,1.0
7bb5f40e,Matt Phillips,32,3,79,51,4283,47.6,0.08,0.08,1.0
7bbb0ac4,Emir Karic,26,1,27,18,1783,19.8,0.02,0.04,0.99
7bbcff4d,Luka Ilić,22,1,5,3,236,2.6,0.03,0.03,1.0
7bc34048,Bruno Martins Indi,31,3,49,42,3843,42.7,0.04,0.06,1.01
7bc7eef2,Anis Hadj Moussa,21,1,14,9,850,9.4,0.12,0.13,0.98
