Fbref,Player,Age,Seasons_count,MP,Starts,Min,90s,npxG,xAG,finishing
0be95d34,Romain Del Castillo,27,3,82,59,4922,54.6,0.08,0.24,1.0
0bfca6a1,Quentin Merlin,21,3,78,66,5703,63.4,0.03,0.1,1.02
0c142e14,Gervane Kastaneer,25,1,31,17,1553,17.3,0.14,0.06,0.96
0c152537,Daniel Bragança,24,2,54,15,1807,20.1,0.15,0.2,1.03
0c2ac3cb,Rafinha,28,1,22,16,1270,14.1,0.15,0.03,0.97
0c3bca05,Chris Sze,18,1,1,0,31,0.3,0.0,0.04,1.0
0c3df334,John Clarke,18,1,3,0,24,0.3,0.0,0.0,1.0
0c4169a5,Joao Marcos,22,1,4,2,163,1.8,0.03,0.0,1.0
0c43c76c,Jasper Schendelaar,22,1,32,32,2880,32.0,0.0,0.0,1.0
0c4f30d6,Daniel Crowley,23,1,14,9,857,9.5,0.02,0.08,0.99
0c61c77c,Dodi Lukebakio,25,3,77,48,4580,50.900000000000006,0.22,0.09,0.98
0c717ae6,Barcia,20,1,1,1,75,0.8,0.0,0.0,1.0
0c7a48f8,Piero Hincapié,21,3,83,63,5695,63.3,0.06,0.03,0.99
0c7b1c91,Lucas Michal,18,1,1,0,7,0.1,0.0,0.0,1.0
0c88efca,Eniss Shabani,19,1,1,0,10,0.1,0.0,0.0,1.0
0c97d846,Ulrik Yttergård Jenssen,25,1,23,21,1881,20.9,0.0,0.02,1.0
0c9aad01,David Cornell,32,2,32,32,2880,32.0,0.0,0.0,1.0
0ca4fdab,Depú,23,2,21,7,858,9.5,0.46,0.01,0.98
0caa2fd4,Johan Bakayoko,20,3,59,46,3900,43.4,0.15,0.14,1.06
0cadc46d,Vedat Muriqi,29,3,91,76,6917,76.9,0.21,0.06,0.99
0cb29e91,Njegoš Petrović,24,2,25,10,1075,11.899999999999999,0.04,0.02,0.99
0cbc8baa,Jean-Kevin Duverne,26,3,90,75,6870,76.3,0.01,0.02,0.99
0cbe584d,Filip Stojilković,23,1,6,0,154,1.7,0.08,0.0,1.0
0cbf4c54,Norman Theuerkauf,36,1,25,14,1259,14.0,0.02,0.04,0.99
0cc5f4a5,Lukas Nmecha,24,3,44,28,2568,28.6,0.29,0.06,1.02
0cc9e053,João Carlos,28,2,43,6,1025,11.4,0.45,0.13,0.98
0ccac09c,Stefano Sabelli,30,2,39,35,2777,30.9,0.02,0.05,0.98
0cd31129,Brennan Johnson,22,3,119,103,9154,101.7,0.26,0.19,0.97
0cddeaa7,Philipp Klement,28,1,6,3,338,3.8,0.05,0.2,1.01
0cf321c8,Đorđe Petrović,23,1,23,22,1987,22.1,0.0,0.0,1.0
0cf465f2,Kaio Jorge,21,2,29,8,933,10.3,0.33,0.03,0.96
0cf778df,Chris Führich,25,3,92,75,6165,68.4,0.13,0.19,1.05
0d077b88,Mehdi Bourabia,31,3,55,41,3253,36.1,0.05,0.1,1.0
0d267745,Nicolás Otamendi,35,3,90,90,7995,88.8,0.09,0.03,0.93
0d274394,Anass Salah-Eddine,21,3,27,9,986,10.899999999999999,0.02,0.09,0.99
0d41f821,Mio Backhaus,19,1,33,32,2881,32.0,0.0,0.0,1.0
0d422df7,Marco Silvestri,32,3,90,90,8100,90.0,0.0,0.0,1.0
0d46ac39,Jordan Helliwell,19,1,2,1,106,1.2,0.0,0.04,1.0
0d4ceb32,Matěj Vydra,29,1,22,5,679,7.5,0.39,0.1,0.98
0d55d942,Alexander Schwolow,31,3,49,48,4300,47.8,0.0,0.0,1.0
0d690336,Larra,25,1,32,30,2514,27.9,0.04,0.08,1.02
0d7b6576,Elye Wahi,20,3,94,70,6005,66.7,0.36,0.11,1.07
0d82903c,Alex Sandro,32,3,69,46,4288,47.7,0.02,0.05,0.99
0d8a37c2,Tobias Sippel,34,2,7,6,600,6.7,0.0,0.0,1.0
0d93febc,Jhon Murillo,25,1,15,13,1073,11.9,0.12,0.12,1.01
0d9b2d31,Pedri,20,3,62,48,4337,48.2,0.15,0.17,1.06
0da32a38,Nils Seufert,24,1,4,1,99,1.1,0.0,0.0,1.0
0da3d7ab,Mathis Lambourde,17,1,1,0,10,0.1,0.0,0.0,1.0
0da6a13e,Theo Bongonda,26,1,31,24,1938,21.5,0.15,0.11,0.98
0daa8ef1,Tyler Burey,20,2,39,14,1540,17.1,0.1,0.04,0.99
0db169ae,Sandro Tonali,23,3,78,66,5751,63.9,0.08,0.13,1.01
0db5d2c8,Mathias Jørgensen,33,3,40,29,2708,30.200000000000003,0.06,0.05,1.01
0def2376,Warren Bondo,19,2,29,14,1535,17.099999999999998,0.05,0.01,1.0
0df092d3,Jake Clarke-Salter,25,3,78,69,6089,67.7,0.01,0.01,0.98
0df43081,Benjamin van Leer,29,1,2,1,157,1.7,0.0,0.0,1.0
0dfce079,Boris Radunović,27,2,10,10,900,10.0,0.0,0.0,1.0
0e006cae,Kjell-Arik Wätjen,17,1,2,1,105,1.2,0.0,0.76,1.0
0e0102eb,Omar Marmoush,24,3,85,61,5372,59.8,0.27,0.1,0.97
0e0d6c53,Duccio Degl'Innocenti,19,1,1,0,3,0.0,,,1.0
0e12089d,Maxime Dupé,29,1,38,38,3420,38.0,0.0,0.0,1.0
0e46fa2f,Matthis Abline,20,3,59,21,2060,22.9,0.24,0.11,1.0
0e4fef6e,Lucas Torró,29,3,94,84,6990,77.7,0.04,0.02,0.97
0e50f929,Fran Mérida,31,1,10,3,266,3.0,0.04,0.04,1.0
0e544991,Pedro Pinho,23,1,10,1,248,2.8,0.06,0.0,1.01
0e5b23db,Finley Welch,18,1,1,0,4,0.0,,,1.0
0e5ddc7c,Dani Gómez,24,2,36,11,1151,12.8,0.26,0.13,0.99
0e624011,Thomas Luciano,21,1,4,0,28,0.3,0.45,0.18,1.02
0e67374f,Anthony Descotte,19,2,12,3,321,3.5,0.13,0.1,1.0
0e6bc38c,Eric Maxim Choupo-Moting,34,3,66,22,2206,24.6,0.38,0.15,1.06
0e777d45,Ricky Jade-Jones,20,1,18,6,662,7.4,0.05,0.08,0.99
0e7ccfc4,Sébastien Corchia,31,2,50,19,2110,23.4,0.02,0.03,0.99
0e854d4f,Darío Serra,19,1,3,0,41,0.5,0.54,0.0,1.01
0e8d7b6c,Ayman Kari,18,2,19,12,989,11.0,0.07,0.06,1.0
0ea6e37d,Ismael,24,2,28,8,937,10.4,0.02,0.0,0.99
0eb32994,Dejan Tetek,18,1,10,5,446,5.0,0.0,0.03,1.0
0eb4a4f3,Gijs Smal,25,3,85,79,6888,76.6,0.03,0.1,0.99
0ed063d6,Yasser Larouci,22,3,53,29,2669,29.700000000000003,0.03,0.05,1.0
0ed50019,Eros Maddy,20,1,1,0,5,0.1,0.0,0.88,1.0
0ed60738,Senne Lynen,24,1,32,20,1797,20.0,0.02,0.07,0.99
0ee664db,Metehan Güçlü,23,1,1,0,9,0.1,0.67,0.0,1.0
0ee6ea6a,Grant Ranos,20,1,9,0,49,0.5,0.34,0.0,0.99
0ef89a37,Philippe Coutinho,31,3,53,28,2645,29.5,0.22,0.1,0.99
0f134faf,Mathias Jensen,27,3,100,83,6608,73.4,0.06,0.16,1.04
0f163eff,Ben Rienstra,32,2,32,27,2297,25.599999999999998,0.02,0.03,1.01
0f26fd24,Anastasios Donis,24,1,13,3,370,4.1,0.16,0.04,0.98
0f26ffd7,Copete,23,2,47,44,3539,39.3,0.02,0.02,1.02
0f41e2ee,Morato,22,3,44,34,3185,35.3,0.04,0.08,0.98
0f59a7bf,Anton Stach,24,3,92,70,6422,71.4,0.06,0.11,0.96
0f697e02,Nathan Bitumazala,18,1,1,0,11,0.1,0.0,0.0,1.0
0f714df2,Mateo Cassierra,24,1,2,2,171,1.9,0.0,0.37,1.0
0f7533cd,Bobby Reid,30,3,110,72,6422,71.3,0.19,0.09,1.03
0f8418aa,Ibrahima Sissoko,25,3,88,57,5255,58.4,0.05,0.08,0.96
0f86995c,Hianga Mananga Mbock,23,3,18,9,823,9.200000000000001,0.05,0.04,0.99
0f933743,Francisco Sierralta,26,3,50,45,3824,42.5,0.02,0.02,0.98
0f984580,João Monteiro,20,1,1,1,90,1.0,0.0,0.0,1.0
0fa11d7d,Tomás Araújo,21,3,38,27,2449,27.300000000000004,0.06,0.06,1.01
0fae1880,Mark McGuinness,22,3,83,81,7207,80.0,0.03,0.01,1.0
0fbb73c2,Laurent Jans,28,1,19,5,776,8.6,0.04,0.02,0.99
0fbecd11,Dominik Kohr,29,3,83,73,6090,67.7,0.06,0.04,0.98
0fc0cee3,Álvaro Ramalho,22,1,2,2,180,2.0,0.0,0.0,1.0
0fc8db7f,Samuel Parker,17,1,2,2,138,1.5,0.03,0.16,1.0
0fdcef0e,Kristjan Asllani,21,3,66,25,2732,30.299999999999997,0.05,0.08,1.0
0feb3a1c,Augusto Dabo,18,1,3,0,13,0.1,0.0,0.0,1.0
0fee6bda,Martin Erlic,25,3,90,87,7524,83.6,0.03,0.0,0.97
0ff630d0,Akim Zedadka,27,2,66,60,5290,58.800000000000004,0.03,0.07,0.98
1000a059,Stuart McKinstry,18,1,1,0,4,0.0,,,1.0
100104d1,Brian Araújo,21,1,1,1,90,1.0,0.0,0.0,1.0
1001ae82,Ryad Boudebouz,31,1,30,27,2252,25.0,0.04,0.11,1.01
10072610,Claudio Bravo,40,3,36,36,3166,35.2,0.0,0.0,1.0
10161491,Conor Hazard,25,1,27,27,2430,27.0,0.0,0.0,1.0
101da2b5,Fernandinho,36,1,19,10,964,10.7,0.15,0.09,1.01
1025db8e,Jeffrey Gouweleeuw,32,3,91,90,7964,88.5,0.04,0.05,0.97
102c9665,Alexsandro Ribeiro,23,2,50,40,3832,42.599999999999994,0.06,0.01,0.99
102e2599,Tommaso Baldanzi,20,3,54,38,3053,34.0,0.12,0.08,1.01
10311892,Elijah Morrison,17,1,1,0,6,0.1,0.0,0.0,1.0
103349a9,Igor Julião,27,2,33,31,2610,29.0,0.02,0.06,1.01
1043a909,Pol Valentín,26,1,36,24,2204,24.5,0.02,0.02,0.99
104b4ad3,Alberth Elis,26,2,30,18,1666,18.599999999999998,0.24,0.06,1.05
104d0bb8,Alex Scott,19,3,103,86,7145,79.5,0.04,0.08,0.99
10549b49,Sardar Azmoun,28,3,55,15,1871,20.8,0.32,0.17,0.98
106bca06,Alessandro Schöpf,27,1,31,27,2397,26.6,0.05,0.08,0.98
106c142c,Jesus Vazquez,20,3,45,17,1839,20.4,0.08,0.02,0.98
10745192,Jamie Gittens,18,3,44,19,1725,19.200000000000003,0.18,0.15,0.98
1079c685,Alberto Cerri,27,1,12,10,545,6.1,0.14,0.03,1.0
10876d02,Marvin Mehlem,25,1,20,19,1482,16.5,0.17,0.05,0.99
108a7f3e,Josh Williams,19,1,7,6,534,5.9,0.01,0.02,1.0
108e44ca,Mads Frøkjær-Jensen,24,1,41,29,2564,28.5,0.04,0.06,1.02
108f0a72,Ryley Towler,20,1,1,1,45,0.5,0.0,0.0,1.0
108fe016,Marcos Antônio,22,1,16,6,594,6.6,0.14,0.03,1.0
10a10454,Joe Rothwell,28,3,88,55,5007,55.6,0.05,0.09,1.04
10b9fa99,Ethan Ampadu,22,3,106,103,9059,100.7,0.02,0.03,0.94
10cb48b7,Daiki Hashioka,24,1,10,6,595,6.6,0.02,0.1,1.0
10cff752,Aron Dønnum,25,1,27,19,1595,17.7,0.04,0.09,0.98
10d221cd,Daniel Iversen,26,3,76,75,6828,75.9,0.0,0.0,1.0
10d8eff2,Miquel Nelom,30,1,4,1,79,0.9,0.0,0.0,1.0
10dc46f0,Salvatore Sirigu,35,2,38,38,3420,38.0,0.0,0.0,1.0
10dd88f9,Gaëtan Perrin,26,1,37,15,1391,15.5,0.11,0.09,1.0
10e51236,Abou Lô,23,1,6,2,197,2.2,0.04,0.12,1.0
10e7f486,Rogério,25,3,72,63,5631,62.6,0.02,0.05,1.0
10ec4169,Alex Mighten,20,2,24,5,700,7.8,0.09,0.11,0.99
10efd0e1,Jean Seri,32,3,109,98,8186,91.0,0.02,0.06,1.0
10f0fdd3,Jean-Ricner Bellegarde,25,3,91,68,5978,66.39999999999999,0.09,0.13,1.02
10f1cd17,Pipa,25,2,24,7,878,9.8,0.09,0.05,0.98
1100b177,Gavin Whyte,26,1,14,3,361,4.0,0.04,0.01,1.01
110338ae,Boy Waterman,39,1,1,0,6,0.1,0.0,0.0,1.0
1118e3e3,Deron Payne,20,2,18,11,974,10.799999999999999,0.0,0.08,1.0
111c3236,Fabian Delph,31,1,11,8,662,7.4,0.0,0.01,1.0
112521d1,Adrià Pedrosa,25,3,69,48,4702,52.2,0.03,0.09,1.0
112bd859,Dire Mebude,19,1,3,0,47,0.5,0.0,0.0,1.0
112c495e,Dimitris Giannoulis,27,3,77,63,5344,59.4,0.01,0.06,0.97
1137759d,Sergi Canós,26,3,63,40,3389,37.7,0.15,0.11,0.97
11407d95,Marvin Pieringer,23,1,31,18,1513,16.8,0.11,0.1,1.01
114bbdee,Loïc Bade,23,3,62,55,4801,53.3,0.03,0.02,0.99
114ef345,Marcel Oakley,20,2,4,2,177,1.9000000000000001,0.01,0.02,1.0
116a67ee,Mees de Wit,25,3,60,32,3268,36.3,0.04,0.05,1.08
116c35df,Donyell Malen,24,3,80,63,5171,57.5,0.33,0.14,1.05
1184dd60,Mickey van der Hart,29,2,37,37,3330,37.0,0.0,0.0,1.0
11962fe7,Wajdi Kechrida,25,1,17,10,952,10.6,0.02,0.06,1.0
119b9a8e,Aymeric Laporte,29,3,46,44,3833,42.5,0.11,0.02,0.98
11b9265b,Alberto Moreno,31,3,75,44,4003,44.5,0.06,0.08,1.01
11d8aff0,Josep Martinez,25,2,37,37,3329,37.0,0.0,0.0,1.0
11db0750,Marco Baixinho,32,1,26,25,2184,24.3,0.02,0.03,0.99
11e3b2ee,Jaden Warner,20,1,2,2,153,1.7,0.0,0.0,1.0
11e5e469,Ivanildo Fernandes,26,2,37,33,2845,31.6,0.04,0.03,0.98
11f54bd5,Siriki Dembélé,26,3,88,53,4894,54.4,0.07,0.08,1.08
11fd2b75,Omar Mascarell,30,3,89,76,6511,72.4,0.02,0.01,0.98
11fde8d3,Mike te Wierik,30,2,55,52,4526,50.3,0.01,0.0,0.99
11ff3d56,Ibrahima Diallo,23,2,41,21,1842,20.5,0.03,0.04,0.99
1237c049,Ivane Chegra,18,1,6,1,193,2.1,0.01,0.03,1.0
1238a3f9,Davie Selke,28,3,74,41,3420,38.099999999999994,0.24,0.05,1.03
123d2733,George Earthy,18,1,3,0,34,0.4,0.82,0.0,1.01
123de70e,Mario Engels,29,3,72,26,2752,30.6,0.11,0.1,1.0
125ddc1e,Jonathan Russell,21,2,24,21,1902,21.1,0.03,0.03,1.01
1264796e,Queensy Menig,25,1,3,3,270,3.0,0.14,0.12,0.99
1264ee68,Grant Hall,31,3,36,28,2456,27.3,0.03,0.01,0.99
1265a93a,Reece James,23,3,52,41,3527,39.2,0.1,0.28,1.03
12665c30,Christ Tiéhi,25,2,54,52,4385,48.7,0.02,0.01,1.01
1268983a,Sérgio Conceição,25,1,4,1,120,1.3,0.0,0.0,1.0
12806697,Isak Hien,24,2,58,46,4408,49.0,0.01,0.0,0.98
1282939a,Jhon Solis,18,1,18,2,384,4.3,0.18,0.05,0.98
128a19d7,Carles Soria,24,1,24,21,1814,20.2,0.03,0.09,0.99
12947ab7,Eli Dasa,28,1,31,29,2623,29.1,0.02,0.1,0.98
1295552e,Mert Müldür,23,2,33,25,2059,22.8,0.01,0.04,0.99
129af0db,Álvaro Morata,30,3,103,70,6106,67.9,0.4,0.09,1.04
12a4e38c,Etienne Youte Kinkoue,21,1,22,22,1941,21.6,0.02,0.0,0.99
12b88955,Ateef Konaté,20,1,1,0,9,0.1,0.0,0.0,1.0
12bd0579,Nelson Sissoko,24,1,1,1,45,0.5,0.0,0.0,1.0
12c35abe,Jens Petter Hauge,23,2,36,9,1187,13.2,0.1,0.05,1.0
12c50af5,Denis Suárez,29,3,60,45,3897,43.3,0.05,0.1,1.02
12c6cbef,André Ferreira,27,2,47,46,4220,46.9,0.0,0.0,1.0
12dcbdcc,Ricardo Esgaio,30,3,80,49,4276,47.5,0.08,0.21,0.95
12de1b0d,Diego Moreira,18,2,8,4,293,3.3,0.19,0.09,0.99
12e6d21a,Jean-Pierre Nsame,28,1,11,1,245,2.7,0.19,0.18,0.99
12f1293b,Filipe Ferreira,32,3,57,38,3453,38.4,0.01,0.05,0.99
12f664ca,Nordin Bakker,25,1,29,29,2596,28.8,0.0,0.0,1.0
12f9a649,Simon Ebonog,18,1,4,0,20,0.2,0.0,0.0,1.0
130a7a3f,Samu Castillejo,28,3,47,24,2023,22.5,0.1,0.14,1.01
13203c45,Jérôme Roussillon,30,3,69,37,3506,38.9,0.03,0.06,0.99
13210854,Olivier Deman,23,1,29,14,1365,15.2,0.05,0.04,1.02
132a82f1,Wesley Fofana,21,2,24,21,1993,22.1,0.05,0.0,1.0
132ac341,Aridane Hernández,34,3,57,51,4642,51.599999999999994,0.01,0.01,0.99
132f161f,Vakoun Issouf Bayo,26,2,63,36,3161,35.1,0.17,0.04,0.96
1338e42b,Gilberto,29,2,41,24,2146,23.9,0.1,0.22,1.03
133d2aa5,Aboubacar Ali,17,1,9,1,130,1.4,0.13,0.04,1.0
133faa84,Marcão,27,2,12,7,730,8.1,0.0,0.02,1.0
135d500d,Gabriel,24,2,86,77,6911,76.8,0.07,0.12,1.13
139560df,Omar El Hilali,18,1,5,1,92,1.0,0.0,0.01,1.0
13b44b02,Petar Stojanović,26,2,60,48,4265,47.4,0.02,0.06,1.0
13b736e9,Tristan Gooijer,18,1,9,7,570,6.3,0.02,0.03,1.0
13b9e2fb,Lorenzo Amatucci,19,1,2,0,22,0.2,0.03,0.0,1.0
13d23b29,Antonios Papadopoulos,23,3,5,1,147,1.6,0.0,0.0,1.0
13ddc856,Takuma Asano,28,3,81,67,5307,59.0,0.24,0.06,0.93
13e0eb29,Samuel Sáiz,31,1,8,1,240,2.7,0.03,0.07,1.0
13e827f8,Joel Asoro,24,1,20,10,848,9.4,0.05,0.02,1.03
13ea2544,Mohamed Camara,25,1,15,8,696,7.7,0.06,0.04,0.99
13fe7b69,Jamie Leweling,22,3,83,39,3747,41.599999999999994,0.22,0.11,0.99
14340768,Mouhamed Belkheir,24,1,15,1,422,4.7,0.14,0.0,0.99
144e8717,Christoph Klarer,23,1,30,28,2354,26.2,0.04,0.03,1.01
1453e3cf,Yunus Akgün,23,1,23,9,890,9.9,0.06,0.08,1.0
1467af0d,Marco Verratti,29,2,53,50,4131,45.9,0.02,0.08,1.01
1473f103,Tiago Machado,19,2,7,0,32,0.30000000000000004,0.0,0.0,1.0
147e789b,Joey Phuthi,18,1,1,0,6,0.1,0.0,0.0,1.0
148e136f,Rémy Cabella,33,3,67,45,4315,48.0,0.23,0.22,0.93
149b617e,Bas Kuipers,28,3,86,82,7373,82.0,0.06,0.07,1.01
149c5f5d,Giuseppe Pezzella,25,3,56,34,3075,34.2,0.01,0.04,0.98
14a7af33,Christian Groß,34,2,46,31,2683,29.9,0.02,0.02,1.01
14a7d8e3,George Moncur,27,1,14,7,687,7.6,0.09,0.07,0.98
14a96e1c,Niki Mäenpää,36,1,17,16,1485,16.5,0.0,0.02,1.0
14aac43e,Farés Ghedjemis,20,1,6,1,182,2.0,0.04,0.05,1.0
14ae023f,Martin Turk,18,1,4,4,360,4.0,0.0,0.0,1.0
14b09c41,Jordy Makengo,21,1,20,10,1026,11.4,0.02,0.02,1.0
14b8fcdf,Daniele Rugani,29,3,38,28,2630,29.3,0.07,0.01,0.99
14c7f64a,D'Margio Wright-Phillips,20,2,17,6,563,6.2,0.11,0.03,1.02
14c93be3,Alejandro Alvarado Jr.,19,2,9,1,130,1.5,0.74,0.0,0.99
14d23f4e,Cameron Thompson,21,1,1,0,3,0.0,,,1.0
14d2670e,Amadou Mbengue,20,2,38,23,2301,25.6,0.01,0.01,1.01
14d5b7ac,Alejandro Revuelta Montero,22,1,1,0,1,0.0,,,1.0
14df1d7f,William Mikelbrencis,17,1,9,8,610,6.8,0.02,0.02,1.0
14e8e9d7,Nicolas Isimat-Mirin,31,2,43,37,3321,36.9,0.01,0.02,0.99
14f2e5a0,Timo Zaal,18,2,3,0,14,0.1,0.0,0.93,1.0
1510013c,Ben Waine,22,1,32,9,920,10.2,0.22,0.03,0.96
151ca25f,Benji Michel,25,2,17,1,327,3.6,0.13,0.29,1.01
151cc732,Frankie Kent,25,1,34,33,2881,32.0,0.02,0.0,0.98
151d78b3,Or Dasa,22,1,4,0,56,0.6,0.06,0.2,1.0
153ed0e4,Issa Kallon,25,1,32,32,2670,29.7,0.13,0.04,0.94
15413fa5,Salih Özcan,25,3,80,56,5072,56.4,0.03,0.04,0.99
1544f145,Jacob Ramsey,22,3,85,68,5956,66.2,0.18,0.13,1.03
1545cf15,Houboulang Mendes,25,3,57,51,4502,50.0,0.01,0.03,0.98
157d29b6,Diego Farias,31,1,4,0,66,0.7,0.05,0.0,1.0
158cef0b,Fahd Moufi,26,2,62,62,5390,59.900000000000006,0.05,0.08,0.99
15937e17,Eray Cömert,25,3,56,47,4075,45.3,0.02,0.0,1.02
15944afd,Eliot Matazo,21,3,47,21,2067,23.0,0.02,0.07,1.01
1598599e,Nampalys Mendy,31,3,49,32,2841,31.6,0.01,0.04,1.01
15a5e48c,Marcelo dos Santos Ferreira,34,1,26,26,2340,26.0,0.03,0.01,1.02
15ab5a2b,Julián Álvarez,23,2,67,44,4112,45.7,0.39,0.19,0.99
15ac4aee,Tom Sparrow,19,2,3,2,181,2.0,0.05,0.0,1.0
15b287da,Daichi Kamada,26,3,93,65,5948,66.2,0.15,0.11,0.97
15c259f4,Filipe Relvas,23,3,89,83,7269,80.9,0.05,0.04,0.96
15d0c248,Luiz Felipe,26,3,58,54,4614,51.3,0.01,0.02,0.99
15d561fa,Xande Silva,24,1,8,2,238,2.6,0.34,0.15,0.97
15e9c7e6,Nani,34,1,10,3,287,3.2,0.02,0.15,1.0
15ea812b,James Tarkowski,30,3,111,111,9945,110.5,0.07,0.06,0.92
15ee4bc1,Jili Buyabu,20,1,1,0,17,0.2,0.08,0.0,1.0
15f1b476,Pol Llonch,28,1,25,23,1897,21.1,0.02,0.02,0.99
15f24fe7,Sasa Kalajdzic,26,3,35,23,1990,22.1,0.24,0.19,1.0
15f3ec41,Callum Hudson-Odoi,22,3,58,38,3421,38.0,0.13,0.14,1.06
15fd5593,Davy Klaassen,30,3,79,40,4111,45.7,0.17,0.08,1.02
1609700b,Sofiane Sidi Ali,28,1,2,0,18,0.2,0.09,0.0,1.0
16264a81,Moisés Caicedo,21,3,80,75,6665,74.0,0.03,0.08,1.0
162efffd,Rodrigo De Paul,29,3,100,73,6149,68.4,0.06,0.17,1.05
1633fc8a,Juanpe,32,2,36,23,2172,24.1,0.02,0.01,1.01
16463a79,Demba Seck,22,3,45,15,1388,15.399999999999999,0.1,0.05,0.95
1657f448,Lautaro Blanco,23,1,17,9,872,9.7,0.0,0.12,1.0
165a2e40,Burak Yılmaz,37,2,57,49,4429,49.2,0.19,0.06,0.85
165c7444,Jahnoah Markelo,19,1,5,0,96,1.1,0.01,0.17,1.0
16657b95,Bryan Cristante,28,3,107,100,8905,98.9,0.07,0.05,0.97
166a981d,Racine Coly,25,1,2,2,170,1.9,0.01,0.07,1.0
1673ce40,Rashaan Fernandes,24,2,25,7,754,8.4,0.05,0.08,0.98
167c1bb0,Javi García,34,1,18,15,1240,13.8,0.03,0.01,1.01
16886ee5,Joeri de Kamps,29,1,14,14,1178,13.1,0.01,0.0,1.01
16952f65,Thomas Bruns,31,1,24,8,1082,12.0,0.05,0.09,0.98
169df85b,Rome-Jayden Owusu-Oduro,19,1,4,4,360,4.0,0.0,0.0,1.0
169fd162,Hwang Hee-chan,27,3,88,57,5114,56.8,0.26,0.11,1.07
16aa3654,Takefusa Kubo,22,3,93,70,6194,68.8,0.13,0.18,1.07
16aa7d4c,Brendan Chardonnet,28,3,95,91,8147,90.5,0.03,0.02,1.0
16b4260e,Daishawn Redan,21,2,40,34,2772,30.799999999999997,0.16,0.06,0.97
16b6648e,Josef Bursik,22,2,35,35,3150,35.0,0.0,0.0,1.0
16b9d5cf,Nikola Maksimović,29,1,14,13,1115,12.4,0.02,0.01,1.0
16bb656a,Paweł Dawidowicz,28,3,68,58,4973,55.2,0.03,0.01,0.98
16ca1157,Sam Kersten,25,2,47,47,4199,46.7,0.01,0.03,0.98
16ceb862,Olivier Giroud,36,3,97,75,6394,71.1,0.3,0.13,1.01
16d5e099,Dylan Collard,22,1,1,0,2,0.0,,,1.0
16daec92,Mijat Gaćinović,26,1,4,1,110,1.2,0.08,0.0,1.0
16e9d0ea,Álex Moreno,30,3,85,68,6114,68.0,0.08,0.11,1.0
16ec501b,Abdellah Raihani,19,1,1,0,10,0.1,0.0,0.0,1.0
16fa6881,Mario Vrančić,32,1,30,24,2031,22.6,0.06,0.15,1.01
1703dd39,Ben Scholte,20,1,7,1,165,1.8,0.02,0.01,1.0
1704b0b8,Murillo,21,1,32,32,2789,31.0,0.06,0.04,0.97
171642db,Kian Best,17,1,12,8,693,7.7,0.0,0.06,1.0
17186929,Michael Cooper,23,1,19,19,1710,19.0,0.0,0.0,1.0
1724d97e,Murray Wallace,30,3,109,104,8958,99.5,0.03,0.03,0.97
172e52d8,Pontus Jansson,31,2,49,46,4045,44.9,0.07,0.01,1.01
173061c0,Riccardo Gagliolo,31,1,17,12,1138,12.6,0.03,0.04,0.99
17370b95,Bernardo,28,1,33,33,2924,32.5,0.04,0.01,0.98
17376543,Rafał Gikiewicz,34,2,57,57,5130,57.0,0.0,0.0,1.0
173db1f4,Léo Jabá,24,1,31,29,2219,24.7,0.12,0.25,1.02
174651c8,David Timor,31,1,7,3,341,3.8,0.04,0.0,1.0
174f09a6,Ignasi Miquel,30,1,34,33,2992,33.2,0.03,0.03,0.99
175ece4c,Iker Muñoz,20,2,36,22,2108,23.400000000000002,0.04,0.01,1.05
17695062,Emile Smith Rowe,23,3,58,24,2446,27.1,0.34,0.11,1.03
1770bd68,Ken Sema,29,3,87,67,5987,66.6,0.03,0.11,1.01
17734ea0,Kayky Chagas,19,2,9,3,280,3.1,0.15,0.04,0.99
17780d2b,Tobias Strobl,31,1,5,4,323,3.6,0.01,0.01,1.0
177e044c,Alioune Ndour,22,2,28,9,998,11.1,0.28,0.07,0.98
178018f9,Fabian Nürnberger,24,1,21,17,1513,16.8,0.04,0.09,1.0
1780bb4a,Aaron Hickey,21,3,71,66,5449,60.5,0.02,0.03,1.06
1787195f,Mehdi Chahiri,25,1,1,0,16,0.2,0.0,0.0,1.0
1787acb3,Ryan Flamingo,20,2,65,60,5442,60.5,0.05,0.01,0.99
178ae8f8,Diogo Jota,26,3,78,53,4640,51.6,0.51,0.22,1.05
17a1299d,Javier Díaz,24,1,1,1,90,1.0,0.0,0.0,1.0
17a3a4ba,Nikolaos Michelis,20,1,13,6,647,7.2,0.02,0.0,0.99
17acc2ed,Marek Rodák,25,2,35,35,3150,35.0,0.0,0.0,1.0
17bb562c,Arouna Sangante,21,1,30,30,2687,29.9,0.02,0.03,0.98
17be8dc3,Nigel Lonwijk,18,1,22,7,895,9.9,0.03,0.0,1.01
17d0d996,Maxim Dekker,19,2,18,10,925,10.3,0.01,0.0,1.01
17d4507a,Enda Stevens,33,3,55,48,4204,46.7,0.02,0.06,0.98
17d45fb2,Ozan Tufan,28,3,86,56,4877,54.2,0.11,0.05,1.03
17e1261b,Neil El Aynaoui,22,1,25,17,1566,17.4,0.1,0.04,0.98
17e25e72,Ruan Levine,23,1,3,0,24,0.3,0.42,0.34,1.0
17f3620a,Krzysztof Piątek,27,2,56,36,3220,35.8,0.25,0.07,0.92
